"state","year","age","population"
"PI",2047,35,404765
"PI",2047,45,464709
"PI",2047,55,438539
"PI",2047,65,340708
"PI",2047,75,229089
"PI",2047,90,25046
"PI",2048,25,377983
"PI",2048,35,395582
"PI",2048,45,461698
"PI",2048,55,436724
"PI",2048,65,348252
"PI",2048,75,233768
"PI",2048,90,26125
"PI",2049,25,376471
"PI",2049,35,387298
"PI",2049,45,457441
"PI",2049,55,434813
"PI",2049,65,355162
"PI",2049,75,238866
"PI",2049,90,27259
"PI",2050,25,373237
"PI",2050,35,379243
"PI",2050,45,453595
"PI",2050,55,433023
"PI",2050,65,361265
"PI",2050,75,244631
"PI",2050,90,28461
"PI",2051,25,370042
"PI",2051,35,371322
"PI",2051,45,448549
"PI",2051,55,431485
"PI",2051,65,366500
"PI",2051,75,250986
"PI",2051,90,29714
"PI",2052,25,366439
"PI",2052,35,365293
"PI",2052,45,440905
"PI",2052,55,430355
"PI",2052,65,370819
"PI",2052,75,257909
"PI",2052,90,31018
"PI",2053,25,361512
"PI",2053,35,361553
"PI",2053,45,431527
"PI",2053,55,429601
"PI",2053,65,374069
"PI",2053,75,265238
"PI",2053,90,32352
"PI",2054,25,356364
"PI",2054,35,359275
"PI",2054,45,420670
"PI",2054,55,429179
"PI",2054,65,376053
"PI",2054,75,272697
"PI",2054,90,33685
"PI",2055,25,350985
"PI",2055,35,357716
"PI",2055,45,409511
"PI",2055,55,429019
"PI",2055,65,376649
"PI",2055,75,280092
"PI",2055,90,35008
"PI",2056,25,345385
"PI",2056,35,355357
"PI",2056,45,397252
"PI",2056,55,431144
"PI",2056,65,376303
"PI",2056,75,287267
"PI",2056,90,36334
"PI",2057,25,339593
"PI",2057,35,353161
"PI",2057,45,386965
"PI",2057,55,431341
"PI",2057,65,375376
"PI",2057,75,294017
"PI",2057,90,37675
"PI",2058,25,333725
"PI",2058,35,352162
"PI",2058,45,378212
"PI",2058,55,428643
"PI",2058,65,374084
"PI",2058,75,300457
"PI",2058,90,39000
"PI",2059,25,327852
"PI",2059,35,350762
"PI",2059,45,370327
"PI",2059,55,424786
"PI",2059,65,372737
"PI",2059,75,306812
"PI",2059,90,40270
"PI",2060,25,322010
"PI",2060,35,347676
"PI",2060,45,362702
"PI",2060,55,421365
"PI",2060,65,371541
"PI",2060,75,313173
"PI",2060,90,41471
"PR",2010,25,1739763
"PR",2010,35,1574980
"PR",2010,45,1310241
"PR",2010,55,882549
"PR",2010,65,505565
"PR",2010,75,274963
"PR",2010,90,18939
"PR",2011,25,1750733
"PR",2011,35,1584353
"PR",2011,45,1343416
"PR",2011,55,915885
"PR",2011,65,524539
"PR",2011,75,288636
"PR",2011,90,19540
"PR",2012,25,1759820
"PR",2012,35,1593485
"PR",2012,45,1375558
"PR",2012,55,949152
"PR",2012,65,544707
"PR",2012,75,302486
"PR",2012,90,21003
"PR",2013,25,1767496
"PR",2013,35,1603055
"PR",2013,45,1405690
"PR",2013,55,982583
"PR",2013,65,566299
"PR",2013,75,316547
"PR",2013,90,22980
"PR",2014,25,1774651
"PR",2014,35,1613883
"PR",2014,45,1432433
"PR",2014,55,1016603
"PR",2014,65,589596
"PR",2014,75,330706
"PR",2014,90,25219
"PR",2015,25,1781785
"PR",2015,35,1626448
"PR",2015,45,1455007
"PR",2015,55,1051415
"PR",2015,65,614701
"PR",2015,75,344955
"PR",2015,90,27551
"PR",2016,25,1788684
"PR",2016,35,1640610
"PR",2016,45,1473624
"PR",2016,55,1086683
"PR",2016,65,641492
"PR",2016,75,359522
"PR",2016,90,30016
"PR",2017,25,1795171
"PR",2017,35,1656444
"PR",2017,45,1488219
"PR",2017,55,1122140
"PR",2017,65,669929
"PR",2017,75,374550
"PR",2017,90,32666
"PR",2018,25,1801285
"PR",2018,35,1672948
"PR",2018,45,1499884
"PR",2018,55,1157469
"PR",2018,65,699612
"PR",2018,75,390310
"PR",2018,90,35428
"PR",2019,25,1807082
"PR",2019,35,1688483
"PR",2019,45,1510366
"PR",2019,55,1192222
"PR",2019,65,729964
"PR",2019,75,407189
"PR",2019,90,38243
"PR",2020,25,1812409
"PR",2020,35,1702013
"PR",2020,45,1520878
"PR",2020,55,1226004
"PR",2020,65,760635
"PR",2020,75,425406
"PR",2020,90,41067
"PR",2021,25,1817176
"PR",2021,35,1713757
"PR",2021,45,1531237
"PR",2021,55,1258748
"PR",2021,65,791536
"PR",2021,75,444991
"PR",2021,90,43982
"PR",2022,25,1821655
"PR",2022,35,1723613
"PR",2022,45,1541366
"PR",2022,55,1290513
"PR",2022,65,822449
"PR",2022,75,466009
"PR",2022,90,47060
"PR",2023,25,1823949
"PR",2023,35,1732074
"PR",2023,45,1551904
"PR",2023,55,1320369
"PR",2023,65,853580
"PR",2023,75,488413
"PR",2023,90,50295
"PR",2024,25,1821248
"PR",2024,35,1739999
"PR",2024,45,1563636
"PR",2024,55,1347024
"PR",2024,65,885289
"PR",2024,75,512129
"PR",2024,90,53692
"PR",2025,25,1811883
"PR",2025,35,1747884
"PR",2025,45,1577009
"PR",2025,55,1369731
"PR",2025,65,917763
"PR",2025,75,537091
"PR",2025,90,57238
"PR",2026,25,1799602
"PR",2026,35,1755520
"PR",2026,45,1591904
"PR",2026,55,1388689
"PR",2026,65,950706
"PR",2026,75,563318
"PR",2026,90,61007
"PR",2027,25,1777763
"PR",2027,35,1762737
"PR",2027,45,1608381
"PR",2027,55,1403842
"PR",2027,65,983878
"PR",2027,75,590815
"PR",2027,90,65106
"PR",2028,25,1749234
"PR",2028,35,1769569
"PR",2028,45,1625469
"PR",2028,55,1416227
"PR",2028,65,1016970
"PR",2028,75,619510
"PR",2028,90,69421
"PR",2029,25,1716439
"PR",2029,35,1776057
"PR",2029,45,1641581
"PR",2029,55,1427501
"PR",2029,65,1049557
"PR",2029,75,649270
"PR",2029,90,73848
"PR",2030,25,1685506
"PR",2030,35,1782056
"PR",2030,45,1655710
"PR",2030,55,1438814
"PR",2030,65,1081251
"PR",2030,75,680017
"PR",2030,90,78321
"PR",2031,25,1654126
"PR",2031,35,1787476
"PR",2031,45,1668073
"PR",2031,55,1449989
"PR",2031,65,1111992
"PR",2031,75,711640
"PR",2031,90,82943
"PR",2032,25,1617915
"PR",2032,35,1792582
"PR",2032,45,1678559
"PR",2032,55,1460960
"PR",2032,65,1141841
"PR",2032,75,743990
"PR",2032,90,87784
"PR",2033,25,1582052
"PR",2033,35,1795502
"PR",2033,45,1687648
"PR",2033,55,1472321
"PR",2033,65,1169949
"PR",2033,75,777122
"PR",2033,90,92918
"PR",2034,25,1550679
"PR",2034,35,1793435
"PR",2034,45,1696196
"PR",2034,55,1484783
"PR",2034,65,1195174
"PR",2034,75,811144
"PR",2034,90,98457
"PR",2035,25,1524210
"PR",2035,35,1784752
"PR",2035,45,1704672
"PR",2035,55,1498761
"PR",2035,65,1216858
"PR",2035,75,846082
"PR",2035,90,104436
"PR",2036,25,1500344
"PR",2036,35,1773147
"PR",2036,45,1712896
"PR",2036,55,1514122
"PR",2036,65,1235193
"PR",2036,75,881721
"PR",2036,90,110882
"PR",2037,25,1485236
"PR",2037,35,1752042
"PR",2037,45,1720693
"PR",2037,55,1530922
"PR",2037,65,1250128
"PR",2037,75,917917
"PR",2037,90,117828
"PR",2038,25,1479054
"PR",2038,35,1724275
"PR",2038,45,1728068
"PR",2038,55,1548242
"PR",2038,65,1262616
"PR",2038,75,954286
"PR",2038,90,125237
"PR",2039,25,1481623
"PR",2039,35,1692236
"PR",2039,45,1735084
"PR",2039,55,1564575
"PR",2039,65,1274152
"PR",2039,75,990314
"PR",2039,90,133074
"PR",2040,25,1485095
"PR",2040,35,1662004
"PR",2040,45,1741577
"PR",2040,55,1578981
"PR",2040,65,1285786
"PR",2040,75,1025599
"PR",2040,90,141289
"PR",2041,25,1486630
"PR",2041,35,1631290
"PR",2041,45,1747468
"PR",2041,55,1591668
"PR",2041,65,1297343
"PR",2041,75,1060076
"PR",2041,90,149920
"PR",2042,25,1492972
"PR",2042,35,1595775
"PR",2042,45,1753015
"PR",2042,55,1602536
"PR",2042,65,1308782
"PR",2042,75,1093697
"PR",2042,90,159007
"PR",2043,25,1503150
"PR",2043,35,1560592
"PR",2043,45,1756374
"PR",2043,55,1612045
"PR",2043,65,1320607
"PR",2043,75,1125975
"PR",2043,90,168461
"PR",2044,25,1511952
"PR",2044,35,1529843
"PR",2044,45,1754805
"PR",2044,55,1621025
"PR",2044,65,1333382
"PR",2044,75,1156280
"PR",2044,90,178189
"PR",2045,25,1520139
"PR",2045,35,1503931
"PR",2045,45,1746710
"PR",2045,55,1629937
"PR",2045,65,1347443
"PR",2045,75,1184229
"PR",2045,90,188132
"PR",2046,25,1526538
"PR",2046,35,1480588
"PR",2046,45,1735732
"PR",2046,55,1638602
"PR",2046,65,1362659
"PR",2046,75,1209880
"PR",2046,90,198296
"PR",2047,25,1531627
"PR",2047,35,1465894
"PR",2047,45,1715375
"PR",2047,55,1646855
"PR",2047,65,1379047
"PR",2047,75,1233199
"PR",2047,90,208655
"PR",2048,25,1532574
"PR",2048,35,1460027
"PR",2048,45,1688444
"PR",2048,55,1654681
"PR",2048,65,1395798
"PR",2048,75,1254632
"PR",2048,90,219282
"PR",2049,25,1527531
"PR",2049,35,1462829
"PR",2049,45,1657295
"PR",2049,55,1662136
"PR",2049,65,1411588
"PR",2049,75,1274923
"PR",2049,90,230276
"PR",2050,25,1518700
"PR",2050,35,1466532
"PR",2050,45,1627945
"PR",2050,55,1669046
"PR",2050,65,1425583
"PR",2050,75,1294602
"PR",2050,90,241667
"PR",2051,25,1511246
"PR",2051,35,1468291
"PR",2051,45,1598135
"PR",2051,55,1675326
"PR",2051,65,1437977
"PR",2051,75,1313621
"PR",2051,90,253369
"PR",2052,25,1502583
"PR",2052,35,1474797
"PR",2052,45,1563592
"PR",2052,55,1681231
"PR",2052,65,1448675
"PR",2052,75,1332027
"PR",2052,90,265335
"PR",2053,25,1489964
"PR",2053,35,1485102
"PR",2053,45,1529379
"PR",2053,55,1684977
"PR",2053,65,1458129
"PR",2053,75,1349971
"PR",2053,90,277388
"PR",2054,25,1476625
"PR",2054,35,1494030
"PR",2054,45,1499520
"PR",2054,55,1683932
"PR",2054,65,1467109
"PR",2054,75,1367594
"PR",2054,90,289300
"PR",2055,25,1462738
"PR",2055,35,1502334
"PR",2055,45,1474399
"PR",2055,55,1676554
"PR",2055,65,1476060
"PR",2055,75,1385013
"PR",2055,90,300900
"PR",2056,25,1448369
"PR",2056,35,1508852
"PR",2056,45,1451814
"PR",2056,55,1666400
"PR",2056,65,1484799
"PR",2056,75,1402179
"PR",2056,90,312233
"PR",2057,25,1433644
"PR",2057,35,1514058
"PR",2057,45,1437683
"PR",2057,55,1647143
"PR",2057,65,1493173
"PR",2057,75,1419062
"PR",2057,90,323331
"PR",2058,25,1418775
"PR",2058,35,1515154
"PR",2058,45,1432212
"PR",2058,55,1621524
"PR",2058,65,1501151
"PR",2058,75,1435656
"PR",2058,90,333984
"PR",2059,25,1404013
"PR",2059,35,1510301
"PR",2059,45,1435262
"PR",2059,55,1591849
"PR",2059,65,1508741
"PR",2059,75,1451868
"PR",2059,90,343918
"PR",2060,25,1389478
"PR",2060,35,1501681
"PR",2060,45,1439214
"PR",2060,55,1563975
"PR",2060,65,1515772
"PR",2060,75,1467621
"PR",2060,90,353012
"RJ",2010,25,2723819
"RJ",2010,35,2365166
"RJ",2010,45,2130044
"RJ",2010,55,1502317
"RJ",2010,65,864802
"RJ",2010,75,540007
"RJ",2010,90,42074
"RJ",2011,25,2734082
"RJ",2011,35,2386708
"RJ",2011,45,2155684
"RJ",2011,55,1555744
"RJ",2011,65,890281
"RJ",2011,75,559423
"RJ",2011,90,43639
"RJ",2012,25,2735571
"RJ",2012,35,2413958
"RJ",2012,45,2176457
"RJ",2012,55,1608518
"RJ",2012,65,919176
"RJ",2012,75,577738
"RJ",2012,90,47600
"RJ",2013,25,2730016
"RJ",2013,35,2445746
"RJ",2013,45,2193109
"RJ",2013,55,1660218
"RJ",2013,65,951716
"RJ",2013,75,595319
"RJ",2013,90,52824
"RJ",2014,25,2720473
"RJ",2014,35,2480015
"RJ",2014,45,2206777
"RJ",2014,55,1710435
"RJ",2014,65,988049
"RJ",2014,75,611999
"RJ",2014,90,58536
"RJ",2015,25,2709212
"RJ",2015,35,2515074
"RJ",2015,45,2218486
"RJ",2015,55,1758783
"RJ",2015,65,1028064
"RJ",2015,75,627893
"RJ",2015,90,64218
"RJ",2016,25,2695110
"RJ",2016,35,2551169
"RJ",2016,45,2228207
"RJ",2016,55,1805046
"RJ",2016,65,1071362
"RJ",2016,75,643643
"RJ",2016,90,69877
"RJ",2017,25,2676774
"RJ",2017,35,2588807
"RJ",2017,45,2235614
"RJ",2017,55,1849184
"RJ",2017,65,1117649
"RJ",2017,75,659493
"RJ",2017,90,75595
"RJ",2018,25,2657750
"RJ",2018,35,2624687
"RJ",2018,45,2243260
"RJ",2018,55,1890282
"RJ",2018,65,1166036
"RJ",2018,75,676560
"RJ",2018,90,81194
"RJ",2019,25,2643102
"RJ",2019,35,2654140
"RJ",2019,45,2254784
"RJ",2019,55,1927089
"RJ",2019,65,1215398
"RJ",2019,75,696331
"RJ",2019,90,86551
"RJ",2020,25,2635727
"RJ",2020,35,2674285
"RJ",2020,45,2272400
"RJ",2020,55,1958963
"RJ",2020,65,1264918
"RJ",2020,75,719636
"RJ",2020,90,91599
"RJ",2021,25,2634858
"RJ",2021,35,2685716
"RJ",2021,45,2295617
"RJ",2021,55,1986148
"RJ",2021,65,1314379
"RJ",2021,75,746346
"RJ",2021,90,96502
"RJ",2022,25,2640888
"RJ",2022,35,2688479
"RJ",2022,45,2324312
"RJ",2022,55,2008796
"RJ",2022,65,1363433
"RJ",2022,75,776577
"RJ",2022,90,101392
"RJ",2023,25,2649261
"RJ",2023,35,2684248
"RJ",2023,45,2357349
"RJ",2023,55,2027557
"RJ",2023,65,1411672
"RJ",2023,75,809852
"RJ",2023,90,106314
"RJ",2024,25,2652555
"RJ",2024,35,2676036
"RJ",2024,45,2392685
"RJ",2024,55,2043476
"RJ",2024,65,1458624
"RJ",2024,75,845427
"RJ",2024,90,111356
"RJ",2025,25,2645998
"RJ",2025,35,2666079
"RJ",2025,45,2428673
"RJ",2025,55,2057477
"RJ",2025,65,1503902
"RJ",2025,75,882814
"RJ",2025,90,116531
"RJ",2026,25,2629839
"RJ",2026,35,2653263
"RJ",2026,45,2465560
"RJ",2026,55,2069539
"RJ",2026,65,1547324
"RJ",2026,75,922034
"RJ",2026,90,121968
"RJ",2027,25,2603470
"RJ",2027,35,2636232
"RJ",2027,45,2503819
"RJ",2027,55,2079378
"RJ",2027,65,1588863
"RJ",2027,75,962862
"RJ",2027,90,127855
"RJ",2028,25,2572895
"RJ",2028,35,2618479
"RJ",2028,45,2540279
"RJ",2028,55,2089391
"RJ",2028,65,1627719
"RJ",2028,75,1005547
"RJ",2028,90,133926
"RJ",2029,25,2538807
"RJ",2029,35,2605000
"RJ",2029,45,2570409
"RJ",2029,55,2103020
"RJ",2029,65,1662796
"RJ",2029,75,1050553
"RJ",2029,90,139858
"RJ",2030,25,2496282
"RJ",2030,35,2598658
"RJ",2030,45,2591437
"RJ",2030,55,2122346
"RJ",2030,65,1693524
"RJ",2030,75,1097909
"RJ",2030,90,145515
"RJ",2031,25,2444803
"RJ",2031,35,2598689
"RJ",2031,45,2603936
"RJ",2031,55,2146901
"RJ",2031,65,1720144
"RJ",2031,75,1147184
"RJ",2031,90,151136
"RJ",2032,25,2386488
"RJ",2032,35,2605471
"RJ",2032,45,2607967
"RJ",2032,55,2176545
"RJ",2032,65,1742817
"RJ",2032,75,1198150
"RJ",2032,90,156836
"RJ",2033,25,2327052
"RJ",2033,35,2614504
"RJ",2033,45,2605140
"RJ",2033,55,2210185
"RJ",2033,65,1762086
"RJ",2033,75,1249766
"RJ",2033,90,162951
"RJ",2034,25,2274025
"RJ",2034,35,2618443
"RJ",2034,45,2598384
"RJ",2034,55,2245849
"RJ",2034,65,1778816
"RJ",2034,75,1300646
"RJ",2034,90,169941
"RJ",2035,25,2231284
"RJ",2035,35,2612567
"RJ",2035,45,2589873
"RJ",2035,55,2281948
"RJ",2035,65,1793806
"RJ",2035,75,1349847
"RJ",2035,90,178019
"RJ",2036,25,2201645
"RJ",2036,35,2597112
"RJ",2036,45,2578517
"RJ",2036,55,2318723
"RJ",2036,65,1807054
"RJ",2036,75,1397406
"RJ",2036,90,187122
"RJ",2037,25,2188433
"RJ",2037,35,2571482
"RJ",2037,45,2562989
"RJ",2037,55,2356608
"RJ",2037,65,1818321
"RJ",2037,75,1443262
"RJ",2037,90,197273
"RJ",2038,25,2181676
"RJ",2038,35,2541651
"RJ",2038,45,2546714
"RJ",2038,55,2392630
"RJ",2038,65,1829754
"RJ",2038,75,1486972
"RJ",2038,90,208259
"RJ",2039,25,2181224
"RJ",2039,35,2508334
"RJ",2039,45,2534579
"RJ",2039,55,2422543
"RJ",2039,65,1844427
"RJ",2039,75,1528092
"RJ",2039,90,219798
"RJ",2040,25,2191414
"RJ",2040,35,2466673
"RJ",2040,45,2529369
"RJ",2040,55,2443761
"RJ",2040,65,1864177
"RJ",2040,75,1566340
"RJ",2040,90,231701
"RJ",2041,25,2199991
"RJ",2041,35,2416165
"RJ",2041,45,2530327
"RJ",2041,55,2456858
"RJ",2041,65,1888569
"RJ",2041,75,1601773
"RJ",2041,90,244035
"RJ",2042,25,2209914
"RJ",2042,35,2358904
"RJ",2042,45,2537853
"RJ",2042,55,2461909
"RJ",2042,65,1917468
"RJ",2042,75,1634538
"RJ",2042,90,256791
"RJ",2043,25,2227200
"RJ",2043,35,2300530
"RJ",2043,45,2547521
"RJ",2043,55,2460446
"RJ",2043,65,1949843
"RJ",2043,75,1664604
"RJ",2043,90,269969
"RJ",2044,25,2242561
"RJ",2044,35,2248470
"RJ",2044,45,2552104
"RJ",2044,55,2455244
"RJ",2044,65,1983818
"RJ",2044,75,1692001
"RJ",2044,90,283631
"RJ",2045,25,2255966
"RJ",2045,35,2206559
"RJ",2045,45,2546959
"RJ",2045,55,2448341
"RJ",2045,65,2017929
"RJ",2045,75,1716952
"RJ",2045,90,297732
"RJ",2046,25,2264937
"RJ",2046,35,2177582
"RJ",2046,45,2532306
"RJ",2046,55,2438723
"RJ",2046,65,2052370
"RJ",2046,75,1739634
"RJ",2046,90,312195
"RJ",2047,25,2267592
"RJ",2047,35,2164840
"RJ",2047,45,2507553
"RJ",2047,55,2425122
"RJ",2047,65,2087509
"RJ",2047,75,1759951
"RJ",2047,90,326990
"RJ",2048,25,2265809
"RJ",2048,35,2158458
"RJ",2048,45,2478648
"RJ",2048,55,2410807
"RJ",2048,65,2120716
"RJ",2048,75,1779512
"RJ",2048,90,341859
"RJ",2049,25,2256051
"RJ",2049,35,2158332
"RJ",2049,45,2446343
"RJ",2049,55,2400435
"RJ",2049,65,2148312
"RJ",2049,75,1800653
"RJ",2049,90,356484
"RJ",2050,25,2237334
"RJ",2050,35,2168733
"RJ",2050,45,2405906
"RJ",2050,55,2396648
"RJ",2050,65,2168070
"RJ",2050,75,1824765
"RJ",2050,90,370644
"RJ",2051,25,2222862
"RJ",2051,35,2177482
"RJ",2051,45,2356843
"RJ",2051,55,2398699
"RJ",2051,65,2180564
"RJ",2051,75,1851544
"RJ",2051,90,384409
"RJ",2052,25,2207264
"RJ",2052,35,2187543
"RJ",2052,45,2301244
"RJ",2052,55,2406972
"RJ",2052,65,2185913
"RJ",2052,75,1880944
"RJ",2052,90,397843
"RJ",2053,25,2183038
"RJ",2053,35,2204893
"RJ",2053,45,2244620
"RJ",2053,55,2417188
"RJ",2053,65,2185489
"RJ",2053,75,1912304
"RJ",2053,90,410732
"RJ",2054,25,2158393
"RJ",2054,35,2220317
"RJ",2054,45,2194193
"RJ",2054,55,2422379
"RJ",2054,65,2181763
"RJ",2054,75,1944365
"RJ",2054,90,422837
"RJ",2055,25,2133620
"RJ",2055,35,2233788
"RJ",2055,45,2153667
"RJ",2055,55,2418081
"RJ",2055,65,2176551
"RJ",2055,75,1976164
"RJ",2055,90,434040
"RJ",2056,25,2109024
"RJ",2056,35,2242844
"RJ",2056,45,2125780
"RJ",2056,55,2404492
"RJ",2056,65,2168940
"RJ",2056,75,2007835
"RJ",2056,90,444475
"RJ",2057,25,2084831
"RJ",2057,35,2245630
"RJ",2057,45,2113722
"RJ",2057,55,2381036
"RJ",2057,65,2157822
"RJ",2057,75,2039455
"RJ",2057,90,454262
"RJ",2058,25,2061303
"RJ",2058,35,2243996
"RJ",2058,45,2107876
"RJ",2058,55,2353552
"RJ",2058,65,2146148
"RJ",2058,75,2069883
"RJ",2058,90,463449
"RJ",2059,25,2038570
"RJ",2059,35,2234464
"RJ",2059,45,2108194
"RJ",2059,55,2322920
"RJ",2059,65,2138087
"RJ",2059,75,2097594
"RJ",2059,90,472133
"RJ",2060,25,2016720
"RJ",2060,35,2216055
"RJ",2060,45,2118833
"RJ",2060,55,2284625
"RJ",2060,65,2135978
"RJ",2060,75,2121572
"RJ",2060,90,480418
"RN",2010,25,548442
"RN",2010,35,444679
"RN",2010,45,341871
"RN",2010,55,221461
"RN",2010,65,140203
"RN",2010,75,91247
"RN",2010,90,10975
"RN",2011,25,560978
"RN",2011,35,450204
"RN",2011,45,356294
"RN",2011,55,226757
"RN",2011,65,145193
"RN",2011,75,93553
"RN",2011,90,10588
"RN",2012,25,573096
"RN",2012,35,456125
"RN",2012,45,370380
"RN",2012,55,231957
"RN",2012,65,150531
"RN",2012,75,95954
"RN",2012,90,10914
"RN",2013,25,584166
"RN",2013,35,462818
"RN",2013,45,383611
"RN",2013,55,237718
"RN",2013,65,156067
"RN",2013,75,98524
"RN",2013,90,11540
"RN",2014,25,593348
"RN",2014,35,470728
"RN",2014,45,395317
"RN",2014,55,244994
"RN",2014,65,161535
"RN",2014,75,101095
"RN",2014,90,12210
"RN",2015,25,600112
"RN",2015,35,480101
"RN",2015,45,405137
"RN",2015,55,254298
"RN",2015,65,166782
"RN",2015,75,103572
"RN",2015,90,12793
"RN",2016,25,604555
"RN",2016,35,490832
"RN",2016,45,413121
"RN",2016,55,265437
"RN",2016,65,171858
"RN",2016,75,106065
"RN",2016,90,13293
"RN",2017,25,606660
"RN",2017,35,502865
"RN",2017,45,419183
"RN",2017,55,278379
"RN",2017,65,176817
"RN",2017,75,108559
"RN",2017,90,13726
"RN",2018,25,606845
"RN",2018,35,515779
"RN",2018,45,423988
"RN",2018,55,292519
"RN",2018,65,181671
"RN",2018,75,111330
"RN",2018,90,14076
"RN",2019,25,605902
"RN",2019,35,528886
"RN",2019,45,428573
"RN",2019,55,306923
"RN",2019,65,186463
"RN",2019,75,114784
"RN",2019,90,14337
"RN",2020,25,604330
"RN",2020,35,541672
"RN",2020,45,433673
"RN",2020,55,320922
"RN",2020,65,191298
"RN",2020,75,119096
"RN",2020,90,14525
"RN",2021,25,602089
"RN",2021,35,554081
"RN",2021,45,439199
"RN",2021,55,334560
"RN",2021,65,196209
"RN",2021,75,124174
"RN",2021,90,14674
"RN",2022,25,599237
"RN",2022,35,566086
"RN",2022,45,445109
"RN",2022,55,347899
"RN",2022,65,201108
"RN",2022,75,130050
"RN",2022,90,14801
"RN",2023,25,595858
"RN",2023,35,577063
"RN",2023,45,451776
"RN",2023,55,360434
"RN",2023,65,206544
"RN",2023,75,136272
"RN",2023,90,14995
"RN",2024,25,592000
"RN",2024,35,586186
"RN",2024,45,459617
"RN",2024,55,371554
"RN",2024,65,213305
"RN",2024,75,142177
"RN",2024,90,15361
"RN",2025,25,587693
"RN",2025,35,592936
"RN",2025,45,468863
"RN",2025,55,380916
"RN",2025,65,221821
"RN",2025,75,147404
"RN",2025,90,15936
"RN",2026,25,582763
"RN",2026,35,597399
"RN",2026,45,479418
"RN",2026,55,388575
"RN",2026,65,231908
"RN",2026,75,152115
"RN",2026,90,16690
"RN",2027,25,577153
"RN",2027,35,599562
"RN",2027,45,491218
"RN",2027,55,394454
"RN",2027,65,243532
"RN",2027,75,156336
"RN",2027,90,17635
"RN",2028,25,571681
"RN",2028,35,599832
"RN",2028,45,503856
"RN",2028,55,399175
"RN",2028,65,256172
"RN",2028,75,160389
"RN",2028,90,18660
"RN",2029,25,565563
"RN",2029,35,599000
"RN",2029,45,516676
"RN",2029,55,403704
"RN",2029,65,269011
"RN",2029,75,164789
"RN",2029,90,19626
"RN",2030,25,559973
"RN",2030,35,597545
"RN",2030,45,529179
"RN",2030,55,408731
"RN",2030,65,281477
"RN",2030,75,169836
"RN",2030,90,20471
"RN",2031,25,553889
"RN",2031,35,595433
"RN",2031,45,541324
"RN",2031,55,414174
"RN",2031,65,293597
"RN",2031,75,175475
"RN",2031,90,21250
"RN",2032,25,545420
"RN",2032,35,592732
"RN",2032,45,553076
"RN",2032,55,419993
"RN",2032,65,305440
"RN",2032,75,181664
"RN",2032,90,21974
"RN",2033,25,536883
"RN",2033,35,589513
"RN",2033,45,563842
"RN",2033,55,426533
"RN",2033,65,316563
"RN",2033,75,188467
"RN",2033,90,22737
"RN",2034,25,529422
"RN",2034,35,585821
"RN",2034,45,572806
"RN",2034,55,434169
"RN",2034,65,326436
"RN",2034,75,195939
"RN",2034,90,23675
"RN",2035,25,521810
"RN",2035,35,581677
"RN",2035,45,579469
"RN",2035,55,443127
"RN",2035,65,334765
"RN",2035,75,204094
"RN",2035,90,24842
"RN",2036,25,515225
"RN",2036,35,576924
"RN",2036,45,583906
"RN",2036,55,453291
"RN",2036,65,341620
"RN",2036,75,212923
"RN",2036,90,26200
"RN",2037,25,510322
"RN",2037,35,571490
"RN",2037,45,586108
"RN",2037,55,464611
"RN",2037,65,346935
"RN",2037,75,222423
"RN",2037,90,27743
"RN",2038,25,505118
"RN",2038,35,566190
"RN",2038,45,586476
"RN",2038,55,476705
"RN",2038,65,351269
"RN",2038,75,232457
"RN",2038,90,29342
"RN",2039,25,500700
"RN",2039,35,560252
"RN",2039,45,585788
"RN",2039,55,488957
"RN",2039,65,355474
"RN",2039,75,242857
"RN",2039,90,30801
"RN",2040,25,496279
"RN",2040,35,554843
"RN",2040,45,584502
"RN",2040,55,500921
"RN",2040,65,360147
"RN",2040,75,253434
"RN",2040,90,32033
"RN",2041,25,490720
"RN",2041,35,548946
"RN",2041,45,582595
"RN",2041,55,512534
"RN",2041,65,365223
"RN",2041,75,264130
"RN",2041,90,33121
"RN",2042,25,486360
"RN",2042,35,540697
"RN",2042,45,580122
"RN",2042,55,523775
"RN",2042,65,370661
"RN",2042,75,274940
"RN",2042,90,34098
"RN",2043,25,483088
"RN",2043,35,532385
"RN",2043,45,577135
"RN",2043,55,534077
"RN",2043,65,376756
"RN",2043,75,285534
"RN",2043,90,35062
"RN",2044,25,479481
"RN",2044,35,525125
"RN",2044,45,573685
"RN",2044,55,542652
"RN",2044,65,383817
"RN",2044,75,295510
"RN",2044,90,36143
"RN",2045,25,477184
"RN",2045,35,517704
"RN",2045,45,569772
"RN",2045,55,549037
"RN",2045,65,392029
"RN",2045,75,304611
"RN",2045,90,37416
"RN",2046,25,475181
"RN",2046,35,511285
"RN",2046,45,565249
"RN",2046,55,553312
"RN",2046,65,401264
"RN",2046,75,312894
"RN",2046,90,38857
"RN",2047,25,472927
"RN",2047,35,506513
"RN",2047,45,560042
"RN",2047,55,555455
"RN",2047,65,411478
"RN",2047,75,320347
"RN",2047,90,40433
"RN",2048,25,471195
"RN",2048,35,501443
"RN",2048,45,554945
"RN",2048,55,555872
"RN",2048,65,422333
