"state","year","age","population"
"PA",2037,55,1052382
"PA",2037,65,638443
"PA",2037,75,361610
"PA",2037,90,35675
"PA",2038,25,1469424
"PA",2038,35,1530899
"PA",2038,45,1372505
"PA",2038,55,1084941
"PA",2038,65,661114
"PA",2038,75,376362
"PA",2038,90,37394
"PA",2039,25,1452459
"PA",2039,35,1532484
"PA",2039,45,1381739
"PA",2039,55,1115633
"PA",2039,65,684593
"PA",2039,75,391699
"PA",2039,90,39288
"PA",2040,25,1437858
"PA",2040,35,1530441
"PA",2040,45,1392338
"PA",2040,55,1143498
"PA",2040,65,708992
"PA",2040,75,407752
"PA",2040,90,41387
"PA",2041,25,1417673
"PA",2041,35,1527344
"PA",2041,45,1404368
"PA",2041,55,1168585
"PA",2041,65,734146
"PA",2041,75,424531
"PA",2041,90,43683
"PA",2042,25,1398316
"PA",2042,35,1520408
"PA",2042,45,1418217
"PA",2042,55,1190827
"PA",2042,65,759855
"PA",2042,75,442091
"PA",2042,90,46184
"PA",2043,25,1383739
"PA",2043,35,1510811
"PA",2043,45,1432738
"PA",2043,55,1210304
"PA",2043,65,786206
"PA",2043,75,460297
"PA",2043,90,48853
"PA",2044,25,1371909
"PA",2044,35,1498335
"PA",2044,45,1446018
"PA",2044,55,1227342
"PA",2044,65,813348
"PA",2044,75,478904
"PA",2044,90,51642
"PA",2045,25,1365263
"PA",2045,35,1481700
"PA",2045,45,1456791
"PA",2045,55,1242233
"PA",2045,65,841267
"PA",2045,75,497781
"PA",2045,90,54519
"PA",2046,25,1359969
"PA",2046,35,1465361
"PA",2046,45,1464643
"PA",2046,55,1254907
"PA",2046,65,869748
"PA",2046,75,516966
"PA",2046,90,57509
"PA",2047,25,1356254
"PA",2047,35,1449148
"PA",2047,45,1469808
"PA",2047,55,1265152
"PA",2047,65,898756
"PA",2047,75,536410
"PA",2047,90,60625
"PA",2048,25,1354093
"PA",2048,35,1431116
"PA",2048,45,1473741
"PA",2048,55,1274064
"PA",2048,65,927389
"PA",2048,75,556396
"PA",2048,90,63827
"PA",2049,25,1349944
"PA",2049,35,1414813
"PA",2049,45,1475594
"PA",2049,55,1283313
"PA",2049,65,954386
"PA",2049,75,577350
"PA",2049,90,67055
"PA",2050,25,1344152
"PA",2050,35,1400815
"PA",2050,45,1473952
"PA",2050,55,1293855
"PA",2050,65,978916
"PA",2050,75,599521
"PA",2050,90,70278
"PA",2051,25,1341921
"PA",2051,35,1381342
"PA",2051,45,1471329
"PA",2051,55,1305731
"PA",2051,65,1001037
"PA",2051,75,622739
"PA",2051,90,73531
"PA",2052,25,1339449
"PA",2052,35,1362671
"PA",2052,45,1465023
"PA",2052,55,1319297
"PA",2052,65,1020696
"PA",2052,75,646884
"PA",2052,90,76825
"PA",2053,25,1332727
"PA",2053,35,1348686
"PA",2053,45,1456162
"PA",2053,55,1333468
"PA",2053,65,1037969
"PA",2053,75,671821
"PA",2053,90,80226
"PA",2054,25,1325628
"PA",2054,35,1337376
"PA",2054,45,1444495
"PA",2054,55,1346424
"PA",2054,65,1053168
"PA",2054,75,697332
"PA",2054,90,83836
"PA",2055,25,1318131
"PA",2055,35,1331125
"PA",2055,45,1428754
"PA",2055,55,1356972
"PA",2055,65,1066555
"PA",2055,75,723217
"PA",2055,90,87702
"PA",2056,25,1310161
"PA",2056,35,1326191
"PA",2056,45,1413256
"PA",2056,55,1364724
"PA",2056,65,1078084
"PA",2056,75,749355
"PA",2056,90,91809
"PA",2057,25,1301585
"PA",2057,35,1322794
"PA",2057,45,1397860
"PA",2057,55,1369883
"PA",2057,65,1087576
"PA",2057,75,775682
"PA",2057,90,96164
"PA",2058,25,1292515
"PA",2058,35,1320905
"PA",2058,45,1380693
"PA",2058,55,1373876
"PA",2058,65,1095987
"PA",2058,75,801731
"PA",2058,90,100702
"PA",2059,25,1283077
"PA",2059,35,1317064
"PA",2059,45,1365229
"PA",2059,55,1375944
"PA",2059,65,1104740
"PA",2059,75,826903
"PA",2059,90,105318
"PA",2060,25,1273437
"PA",2060,35,1311620
"PA",2060,45,1352007
"PA",2060,55,1374749
"PA",2060,65,1114654
"PA",2060,75,850774
"PA",2060,90,109972
"PB",2010,25,633864
"PB",2010,35,510961
"PB",2010,45,391901
"PB",2010,55,280448
"PB",2010,65,189322
"PB",2010,75,121438
"PB",2010,90,15281
"PB",2011,25,641193
"PB",2011,35,519016
"PB",2011,45,404560
"PB",2011,55,285364
"PB",2011,65,193264
"PB",2011,75,123760
"PB",2011,90,14212
"PB",2012,25,646907
"PB",2012,35,527502
"PB",2012,45,417584
"PB",2012,55,289905
"PB",2012,65,197223
"PB",2012,75,126395
"PB",2012,90,14067
"PB",2013,25,651053
"PB",2013,35,536545
"PB",2013,45,430405
"PB",2013,55,294658
"PB",2013,65,201317
"PB",2013,75,129334
"PB",2013,90,14324
"PB",2014,25,653787
"PB",2014,35,546256
"PB",2014,45,442227
"PB",2014,55,300477
"PB",2014,65,205670
"PB",2014,75,132245
"PB",2014,90,14685
"PB",2015,25,655207
"PB",2015,35,556649
"PB",2015,45,452603
"PB",2015,55,307861
"PB",2015,65,210323
"PB",2015,75,134947
"PB",2015,90,14992
"PB",2016,25,655624
"PB",2016,35,567550
"PB",2016,45,461602
"PB",2016,55,316619
"PB",2016,65,215244
"PB",2016,75,137601
"PB",2016,90,15244
"PB",2017,25,655367
"PB",2017,35,578847
"PB",2017,45,469123
"PB",2017,55,326691
"PB",2017,65,220458
"PB",2017,75,140210
"PB",2017,90,15471
"PB",2018,25,654484
"PB",2018,35,590051
"PB",2018,45,475786
"PB",2018,55,337789
"PB",2018,65,225791
"PB",2018,75,143024
"PB",2018,90,15640
"PB",2019,25,653036
"PB",2019,35,600422
"PB",2019,45,482583
"PB",2019,55,349444
"PB",2019,65,230969
"PB",2019,75,146413
"PB",2019,90,15754
"PB",2020,25,651086
"PB",2020,35,609448
"PB",2020,45,490172
"PB",2020,55,361295
"PB",2020,65,235897
"PB",2020,75,150555
"PB",2020,90,15815
"PB",2021,25,648916
"PB",2021,35,617069
"PB",2021,45,498311
"PB",2021,55,373402
"PB",2021,65,240635
"PB",2021,75,155350
"PB",2021,90,15872
"PB",2022,25,646829
"PB",2022,35,623120
"PB",2022,45,506887
"PB",2022,55,385839
"PB",2022,65,245105
"PB",2022,75,160820
"PB",2022,90,15945
"PB",2023,25,644732
"PB",2023,35,627641
"PB",2023,45,515994
"PB",2023,55,398094
"PB",2023,65,249800
"PB",2023,75,166611
"PB",2023,90,16124
"PB",2024,25,642427
"PB",2024,35,630776
"PB",2024,45,525740
"PB",2024,55,409440
"PB",2024,65,255416
"PB",2024,75,172225
"PB",2024,90,16539
"PB",2025,25,639810
"PB",2025,35,632615
"PB",2025,45,536131
"PB",2025,55,419456
"PB",2025,65,262376
"PB",2025,75,177401
"PB",2025,90,17213
"PB",2026,25,637389
"PB",2026,35,633468
"PB",2026,45,546996
"PB",2026,55,428219
"PB",2026,65,270507
"PB",2026,75,182277
"PB",2026,90,18112
"PB",2027,25,633667
"PB",2027,35,633656
"PB",2027,45,558218
"PB",2027,55,435633
"PB",2027,65,279755
"PB",2027,75,186901
"PB",2027,90,19235
"PB",2028,25,628437
"PB",2028,35,633215
"PB",2028,45,569340
"PB",2028,55,442268
"PB",2028,65,289879
"PB",2028,75,191442
"PB",2028,90,20446
"PB",2029,25,622318
"PB",2029,35,632212
"PB",2029,45,579659
"PB",2029,55,449041
"PB",2029,65,300459
"PB",2029,75,196189
"PB",2029,90,21556
"PB",2030,25,616615
"PB",2030,35,630698
"PB",2030,45,588681
"PB",2030,55,456569
"PB",2030,65,311190
"PB",2030,75,201292
"PB",2030,90,22500
"PB",2031,25,610616
"PB",2031,35,628970
"PB",2031,45,596347
"PB",2031,55,464622
"PB",2031,65,322117
"PB",2031,75,206713
"PB",2031,90,23346
"PB",2032,25,602244
"PB",2032,35,627297
"PB",2032,45,602502
"PB",2032,55,473098
"PB",2032,65,333307
"PB",2032,75,212413
"PB",2032,90,24123
"PB",2033,25,593103
"PB",2033,35,625609
"PB",2033,45,607179
"PB",2033,55,482075
"PB",2033,65,344316
"PB",2033,75,218499
"PB",2033,90,24920
"PB",2034,25,583432
"PB",2034,35,623706
"PB",2034,45,610512
"PB",2034,55,491635
"PB",2034,65,354536
"PB",2034,75,225118
"PB",2034,90,25852
"PB",2035,25,572724
"PB",2035,35,621478
"PB",2035,45,612585
"PB",2035,55,501790
"PB",2035,65,363595
"PB",2035,75,232366
"PB",2035,90,26977
"PB",2036,25,560464
"PB",2036,35,619429
"PB",2036,45,613695
"PB",2036,55,512365
"PB",2036,65,371582
"PB",2036,75,240213
"PB",2036,90,28258
"PB",2037,25,545919
"PB",2037,35,616083
"PB",2037,45,614156
"PB",2037,55,523239
"PB",2037,65,378422
"PB",2037,75,248649
"PB",2037,90,29699
"PB",2038,25,532395
"PB",2038,35,611224
"PB",2038,45,614004
"PB",2038,55,534001
"PB",2038,65,384612
"PB",2038,75,257591
"PB",2038,90,31209
"PB",2039,25,524177
"PB",2039,35,605452
"PB",2039,45,613298
"PB",2039,55,544007
"PB",2039,65,390957
"PB",2039,75,266897
"PB",2039,90,32668
"PB",2040,25,518556
"PB",2040,35,600053
"PB",2040,45,612090
"PB",2040,55,552801
"PB",2040,65,397997
"PB",2040,75,276448
"PB",2040,90,34015
"PB",2041,25,512021
"PB",2041,35,594331
"PB",2041,45,610671
"PB",2041,55,560321
"PB",2041,65,405527
"PB",2041,75,286236
"PB",2041,90,35311
"PB",2042,25,507424
"PB",2042,35,586268
"PB",2042,45,609296
"PB",2042,55,566421
"PB",2042,65,413463
"PB",2042,75,296276
"PB",2042,90,36582
"PB",2043,25,505114
"PB",2043,35,577441
"PB",2043,45,607883
"PB",2043,55,571138
"PB",2043,65,421846
"PB",2043,75,306342
"PB",2043,90,37853
"PB",2044,25,503461
"PB",2044,35,568081
"PB",2044,45,606249
"PB",2044,55,574578
"PB",2044,65,430728
"PB",2044,75,316118
"PB",2044,90,39160
"PB",2045,25,503173
"PB",2045,35,557690
"PB",2045,45,604284
"PB",2045,55,576825
"PB",2045,65,440086
"PB",2045,75,325425
"PB",2045,90,40515
"PB",2046,25,504053
"PB",2046,35,545761
"PB",2046,45,602484
"PB",2046,55,578151
"PB",2046,65,449764
"PB",2046,75,334282
"PB",2046,90,41931
"PB",2047,25,508098
"PB",2047,35,531577
"PB",2047,45,599405
"PB",2047,55,578859
"PB",2047,65,459637
"PB",2047,75,342647
"PB",2047,90,43390
"PB",2048,25,512227
"PB",2048,35,518380
"PB",2048,45,594840
"PB",2048,55,578988
"PB",2048,65,469356
"PB",2048,75,350723
"PB",2048,90,44970
"PB",2049,25,511600
"PB",2049,35,510406
"PB",2049,45,589381
"PB",2049,55,578583
"PB",2049,65,478393
"PB",2049,75,358879
"PB",2049,90,46745
"PB",2050,25,507624
"PB",2050,35,504991
"PB",2050,45,584275
"PB",2050,55,577702
"PB",2050,65,486364
"PB",2050,75,367358
"PB",2050,90,48759
"PB",2051,25,504337
"PB",2051,35,498668
"PB",2051,45,578857
"PB",2051,55,576608
"PB",2051,65,493211
"PB",2051,75,376064
"PB",2051,90,50967
"PB",2052,25,500751
"PB",2052,35,494248
"PB",2052,45,571143
"PB",2052,55,575547
"PB",2052,65,498809
"PB",2052,75,384971
"PB",2052,90,53355
"PB",2053,25,495102
"PB",2053,35,492076
"PB",2053,45,562683
"PB",2053,55,574432
"PB",2053,65,503185
"PB",2053,75,394036
"PB",2053,90,55848
"PB",2054,25,489116
"PB",2054,35,490545
"PB",2054,45,553695
"PB",2054,55,573091
"PB",2054,65,506433
"PB",2054,75,403163
"PB",2054,90,58352
"PB",2055,25,482868
"PB",2055,35,490348
"PB",2055,45,543697
"PB",2055,55,571411
"PB",2055,65,508617
"PB",2055,75,412283
"PB",2055,90,60807
"PB",2056,25,476428
"PB",2056,35,491290
"PB",2056,45,532198
"PB",2056,55,569883
"PB",2056,65,509983
"PB",2056,75,421281
"PB",2056,90,63245
"PB",2057,25,469785
"PB",2057,35,495329
"PB",2057,45,518470
"PB",2057,55,567131
"PB",2057,65,510803
"PB",2057,75,429986
"PB",2057,90,65699
"PB",2058,25,463013
"PB",2058,35,499445
"PB",2058,45,505699
"PB",2058,55,562943
"PB",2058,65,511112
"PB",2058,75,438452
"PB",2058,90,68086
"PB",2059,25,456210
"PB",2059,35,498882
"PB",2059,45,498045
"PB",2059,55,557903
"PB",2059,65,510948
"PB",2059,75,446719
"PB",2059,90,70323
"PB",2060,25,449481
"PB",2060,35,495024
"PB",2060,45,492917
"PB",2060,55,553204
"PB",2060,65,510372
"PB",2060,75,454772
"PB",2060,90,72367
"PE",2010,25,1517077
"PE",2010,35,1228779
"PE",2010,45,931351
"PE",2010,55,639960
"PE",2010,65,399302
"PE",2010,75,234020
"PE",2010,90,24857
"PE",2011,25,1532516
"PE",2011,35,1250516
"PE",2011,45,957907
"PE",2011,55,655952
"PE",2011,65,409454
"PE",2011,75,240308
"PE",2011,90,23317
"PE",2012,25,1545555
"PE",2012,35,1272647
"PE",2012,45,984752
"PE",2012,55,672045
"PE",2012,65,420206
"PE",2012,75,246996
"PE",2012,90,23389
"PE",2013,25,1555767
"PE",2013,35,1295263
"PE",2013,45,1011385
"PE",2013,55,688850
"PE",2013,65,431659
"PE",2013,75,254156
"PE",2013,90,24212
"PE",2014,25,1562610
"PE",2014,35,1318413
"PE",2014,45,1037122
"PE",2014,55,707247
"PE",2014,65,443877
"PE",2014,75,261387
"PE",2014,90,25280
"PE",2015,25,1565814
"PE",2015,35,1342051
"PE",2015,45,1061583
"PE",2015,55,727716
"PE",2015,65,456857
"PE",2015,75,268486
"PE",2015,90,26310
"PE",2016,25,1565963
"PE",2016,35,1365872
"PE",2016,45,1084729
"PE",2016,55,750019
"PE",2016,65,470516
"PE",2016,75,275763
"PE",2016,90,27311
"PE",2017,25,1563395
"PE",2017,35,1389627
"PE",2017,45,1106372
"PE",2017,55,774050
"PE",2017,65,484833
"PE",2017,75,283289
"PE",2017,90,28324
"PE",2018,25,1559173
"PE",2018,35,1412674
"PE",2018,45,1127181
"PE",2018,55,799390
"PE",2018,65,499664
"PE",2018,75,291449
"PE",2018,90,29288
"PE",2019,25,1555009
"PE",2019,35,1434081
"PE",2019,45,1148209
"PE",2019,55,825379
"PE",2019,65,514820
"PE",2019,75,300811
"PE",2019,90,30177
"PE",2020,25,1551932
"PE",2020,35,1453195
"PE",2020,45,1170143
"PE",2020,55,851557
"PE",2020,65,530254
"PE",2020,75,311618
"PE",2020,90,30992
"PE",2021,25,1550076
"PE",2021,35,1469964
"PE",2021,45,1192678
"PE",2021,55,877943
"PE",2021,65,545983
"PE",2021,75,323749
"PE",2021,90,31817
"PE",2022,25,1549874
"PE",2022,35,1484351
"PE",2022,45,1215575
"PE",2022,55,904609
"PE",2022,65,561885
"PE",2022,75,337254
"PE",2022,90,32699
"PE",2023,25,1550528
"PE",2023,35,1495930
"PE",2023,45,1238907
"PE",2023,55,931072
"PE",2023,65,578428
"PE",2023,75,351582
"PE",2023,90,33766
"PE",2024,25,1550758
"PE",2024,35,1504157
"PE",2024,45,1262707
"PE",2024,55,956682
"PE",2024,65,596298
"PE",2024,75,365939
"PE",2024,90,35197
"PE",2025,25,1549658
"PE",2025,35,1508763
"PE",2025,45,1286930
"PE",2025,55,981075
"PE",2025,65,615851
"PE",2025,75,379926
"PE",2025,90,37031
"PE",2026,25,1548388
"PE",2026,35,1510313
"PE",2026,45,1311278
"PE",2026,55,1004216
"PE",2026,65,636908
"PE",2026,75,393749
"PE",2026,90,39231
"PE",2027,25,1542601
"PE",2027,35,1509131
"PE",2027,45,1335493
"PE",2027,55,1025928
"PE",2027,65,659381
"PE",2027,75,407466
"PE",2027,90,41817
"PE",2028,25,1535601
"PE",2028,35,1506258
"PE",2028,45,1358979
"PE",2028,55,1046838
"PE",2028,65,682915
"PE",2028,75,421426
"PE",2028,90,44579
"PE",2029,25,1526264
"PE",2029,35,1503402
"PE",2029,45,1380831
"PE",2029,55,1067926
"PE",2029,65,706978
"PE",2029,75,436178
"PE",2029,90,47249
"PE",2030,25,1513571
"PE",2030,35,1501552
"PE",2030,45,1400428
"PE",2030,55,1089849
"PE",2030,65,731173
"PE",2030,75,452025
"PE",2030,90,49704
"PE",2031,25,1498307
"PE",2031,35,1500850
"PE",2031,45,1417709
"PE",2031,55,1112319
"PE",2031,65,755521
"PE",2031,75,468831
"PE",2031,90,52081
"PE",2032,25,1477291
"PE",2032,35,1501713
"PE",2032,45,1432640
"PE",2032,55,1135102
"PE",2032,65,780090
"PE",2032,75,486538
"PE",2032,90,54436
"PE",2033,25,1455024
"PE",2033,35,1503350
"PE",2033,45,1444795
"PE",2033,55,1158261
"PE",2033,65,804447
"PE",2033,75,505076
"PE",2033,90,56889
"PE",2034,25,1433624
"PE",2034,35,1504492
"PE",2034,45,1453637
"PE",2034,55,1181806
"PE",2034,65,828015
"PE",2034,75,524324
"PE",2034,90,59630
"PE",2035,25,1410980
"PE",2035,35,1504241
"PE",2035,45,1458895
"PE",2035,55,1205673
"PE",2035,65,850468
"PE",2035,75,544223
"PE",2035,90,62722
"PE",2036,25,1389530
"PE",2036,35,1503737
"PE",2036,45,1461122
"PE",2036,55,1229589
"PE",2036,65,871784
"PE",2036,75,564790
"PE",2036,90,66133
"PE",2037,25,1376035
"PE",2037,35,1498690
"PE",2037,45,1460635
"PE",2037,55,1253279
"PE",2037,65,891830
"PE",2037,75,586004
"PE",2037,90,69872
"PE",2038,25,1362602
"PE",2038,35,1492352
"PE",2038,45,1458447
"PE",2038,55,1276215
"PE",2038,65,911152
"PE",2038,75,607845
"PE",2038,90,73801
"PE",2039,25,1349885
"PE",2039,35,1483629
"PE",2039,45,1456238
"PE",2039,55,1297554
"PE",2039,65,930638
"PE",2039,75,630322
"PE",2039,90,77697
"PE",2040,25,1340635
"PE",2040,35,1471500
"PE",2040,45,1454980
"PE",2040,55,1316738
"PE",2040,65,950874
"PE",2040,75,653344
"PE",2040,90,81472
"PE",2041,25,1326317
"PE",2041,35,1456776
"PE",2041,45,1454816
"PE",2041,55,1333704
"PE",2041,65,971589
"PE",2041,75,676856
"PE",2041,90,85211
"PE",2042,25,1313313
"PE",2042,35,1436374
"PE",2042,45,1456164
"PE",2042,55,1348422
"PE",2042,65,992602
"PE",2042,75,700854
"PE",2042,90,88968
"PE",2043,25,1305242
"PE",2043,35,1414718
"PE",2043,45,1458232
"PE",2043,55,1360489
"PE",2043,65,1013940
"PE",2043,75,724977
"PE",2043,90,92804
"PE",2044,25,1296845
"PE",2044,35,1393893
"PE",2044,45,1459767
"PE",2044,55,1369379
"PE",2044,65,1035555
"PE",2044,75,748726
"PE",2044,90,96812
"PE",2045,25,1291644
"PE",2045,35,1371816
"PE",2045,45,1459872
"PE",2045,55,1374821
"PE",2045,65,1057367
"PE",2045,75,771813
"PE",2045,90,101031
"PE",2046,25,1285771
"PE",2046,35,1350894
"PE",2046,45,1459678
"PE",2046,55,1377352
"PE",2046,65,1079120
"PE",2046,75,794248
"PE",2046,90,105451
"PE",2047,25,1276704
"PE",2047,35,1337787
"PE",2047,45,1454972
"PE",2047,55,1377269
"PE",2047,65,1100548
"PE",2047,75,815954
"PE",2047,90,110054
"PE",2048,25,1268027
"PE",2048,35,1324720
"PE",2048,45,1448969
"PE",2048,55,1375554
"PE",2048,65,1121216
"PE",2048,75,837251
"PE",2048,90,114859
"PE",2049,25,1258651
"PE",2049,35,1312349
"PE",2049,45,1440628
"PE",2049,55,1373833
"PE",2049,65,1140421
"PE",2049,75,858674
"PE",2049,90,119890
"PE",2050,25,1245970
"PE",2050,35,1303397
"PE",2050,45,1428970
"PE",2050,55,1373042
"PE",2050,65,1157706
"PE",2050,75,880565
"PE",2050,90,125140
"PE",2051,25,1237722
"PE",2051,35,1289412
"PE",2051,45,1414802
"PE",2051,55,1373301
"PE",2051,65,1173028
"PE",2051,75,902728
"PE",2051,90,130607
"PE",2052,25,1230396
"PE",2052,35,1276705
"PE",2052,45,1395100
"PE",2052,55,1375017
"PE",2052,65,1186358
"PE",2052,75,925091
"PE",2052,90,136273
"PE",2053,25,1217501
"PE",2053,35,1268868
"PE",2053,45,1374201
"PE",2053,55,1377398
"PE",2053,65,1197333
"PE",2053,75,947484
"PE",2053,90,142085
"PE",2054,25,1204341
"PE",2054,35,1260706
"PE",2054,45,1354113
"PE",2054,55,1379199
"PE",2054,65,1205448
"PE",2054,75,969664
"PE",2054,90,147951
"PE",2055,25,1191002
"PE",2055,35,1255674
"PE",2055,45,1332753
"PE",2055,55,1379533
"PE",2055,65,1210447
"PE",2055,75,991452
"PE",2055,90,153819
"PE",2056,25,1177456
"PE",2056,35,1249962
"PE",2056,45,1312527
"PE",2056,55,1379511
"PE",2056,65,1212825
"PE",2056,75,1012650
"PE",2056,90,159711
"PE",2057,25,1163784
"PE",2057,35,1241095
"PE",2057,45,1299902
"PE",2057,55,1375058
"PE",2057,65,1212850
"PE",2057,75,1032984
"PE",2057,90,165649
"PE",2058,25,1150148
"PE",2058,35,1232612
"PE",2058,45,1287288
"PE",2058,55,1369329
"PE",2058,65,1211441
"PE",2058,75,1052512
"PE",2058,90,171531
"PE",2059,25,1136610
"PE",2059,35,1223421
"PE",2059,45,1275355
"PE",2059,55,1361389
"PE",2059,65,1210098
"PE",2059,75,1071297
"PE",2059,90,177225
"PE",2060,25,1123261
"PE",2060,35,1210976
"PE",2060,45,1266770
"PE",2060,55,1350332
"PE",2060,65,1209687
"PE",2060,75,1089346
"PE",2060,90,182668
"PI",2010,25,529728
"PI",2010,35,401857
"PI",2010,45,317401
"PI",2010,55,223497
"PI",2010,65,141599
"PI",2010,75,85940
"PI",2010,90,8417
"PI",2011,25,535257
"PI",2011,35,408898
"PI",2011,45,324723
"PI",2011,55,229098
"PI",2011,65,144272
"PI",2011,75,87440
"PI",2011,90,7887
"PI",2012,25,539419
"PI",2012,35,416848
"PI",2012,45,332076
"PI",2012,55,234645
"PI",2012,65,147016
"PI",2012,75,89052
"PI",2012,90,7811
"PI",2013,25,542059
"PI",2013,35,425596
"PI",2013,45,339234
"PI",2013,55,240249
"PI",2013,65,149980
"PI",2013,75,90775
"PI",2013,90,7935
"PI",2014,25,542999
"PI",2014,35,434901
"PI",2014,45,345859
"PI",2014,55,246093
"PI",2014,65,153351
"PI",2014,75,92460
"PI",2014,90,8113
"PI",2015,25,542142
"PI",2015,35,444573
"PI",2015,45,351791
"PI",2015,55,252281
"PI",2015,65,157208
"PI",2015,75,94039
"PI",2015,90,8264
"PI",2016,25,540087
"PI",2016,35,454355
"PI",2016,45,357069
"PI",2016,55,258736
"PI",2016,65,161479
"PI",2016,75,95620
"PI",2016,90,8403
"PI",2017,25,537356
"PI",2017,35,464000
"PI",2017,45,361607
"PI",2017,55,265415
"PI",2017,65,166145
"PI",2017,75,97231
"PI",2017,90,8554
"PI",2018,25,534176
"PI",2018,35,473191
"PI",2018,45,365942
"PI",2018,55,272248
"PI",2018,65,171078
"PI",2018,75,98980
"PI",2018,90,8692
"PI",2019,25,530889
"PI",2019,35,481512
"PI",2019,45,370878
"PI",2019,55,279155
"PI",2019,65,176075
"PI",2019,75,101010
"PI",2019,90,8814
"PI",2020,25,527717
"PI",2020,35,488666
"PI",2020,45,376933
"PI",2020,55,286055
"PI",2020,65,181024
"PI",2020,75,103402
"PI",2020,90,8913
"PI",2021,25,524829
"PI",2021,35,494576
"PI",2021,45,383936
"PI",2021,55,292947
"PI",2021,65,185965
"PI",2021,75,106121
"PI",2021,90,9017
"PI",2022,25,522399
"PI",2022,35,499168
"PI",2022,45,391824
"PI",2022,55,299877
"PI",2022,65,190881
"PI",2022,75,109160
"PI",2022,90,9142
"PI",2023,25,520424
"PI",2023,35,502300
"PI",2023,45,400480
"PI",2023,55,306634
"PI",2023,65,195860
"PI",2023,75,112453
"PI",2023,90,9308
"PI",2024,25,518917
"PI",2024,35,503780
"PI",2024,45,409676
"PI",2024,55,312904
"PI",2024,65,201054
"PI",2024,75,115884
"PI",2024,90,9553
"PI",2025,25,517820
"PI",2025,35,503517
"PI",2025,45,419206
"PI",2025,55,318553
"PI",2025,65,206542
"PI",2025,75,119398
"PI",2025,90,9884
"PI",2026,25,519350
"PI",2026,35,502084
"PI",2026,45,428837
"PI",2026,55,323611
"PI",2026,65,212260
"PI",2026,75,123044
"PI",2026,90,10287
"PI",2027,25,518843
"PI",2027,35,499988
"PI",2027,45,438319
"PI",2027,55,328005
"PI",2027,65,218175
"PI",2027,75,126830
"PI",2027,90,10783
"PI",2028,25,515199
"PI",2028,35,497449
"PI",2028,45,447353
"PI",2028,55,332241
"PI",2028,65,224222
"PI",2028,75,130783
"PI",2028,90,11311
"PI",2029,25,510297
"PI",2029,35,494797
"PI",2029,45,455568
"PI",2029,55,337059
"PI",2029,65,230324
"PI",2029,75,134931
"PI",2029,90,11800
"PI",2030,25,505873
"PI",2030,35,492257
"PI",2030,45,462678
"PI",2030,55,342935
"PI",2030,65,236419
"PI",2030,75,139271
"PI",2030,90,12225
"PI",2031,25,500213
"PI",2031,35,489980
"PI",2031,45,468612
"PI",2031,55,349705
"PI",2031,65,242513
"PI",2031,75,143795
"PI",2031,90,12625
"PI",2032,25,491786
"PI",2032,35,488132
"PI",2032,45,473297
"PI",2032,55,357317
"PI",2032,65,248639
"PI",2032,75,148474
"PI",2032,90,13025
"PI",2033,25,481514
"PI",2033,35,486700
"PI",2033,45,476585
"PI",2033,55,365654
"PI",2033,65,254616
"PI",2033,75,153330
"PI",2033,90,13448
"PI",2034,25,469689
"PI",2034,35,485695
"PI",2034,45,478286
"PI",2034,55,374472
"PI",2034,65,260189
"PI",2034,75,158373
"PI",2034,90,13935
"PI",2035,25,457555
"PI",2035,35,485065
"PI",2035,45,478301
"PI",2035,55,383574
"PI",2035,65,265240
"PI",2035,75,163611
"PI",2035,90,14501
"PI",2036,25,444215
"PI",2036,35,486953
"PI",2036,45,477183
"PI",2036,55,392739
"PI",2036,65,269803
"PI",2036,75,169022
"PI",2036,90,15141
"PI",2037,25,432996
"PI",2037,35,486820
"PI",2037,45,475398
"PI",2037,55,401723
"PI",2037,65,273823
"PI",2037,75,174605
"PI",2037,90,15850
"PI",2038,25,423476
"PI",2038,35,483570
"PI",2038,45,473178
"PI",2038,55,410265
"PI",2038,65,277738
"PI",2038,75,180297
"PI",2038,90,16616
"PI",2039,25,414878
"PI",2039,35,479037
"PI",2039,45,470843
"PI",2039,55,418055
"PI",2039,65,282189
"PI",2039,75,186025
"PI",2039,90,17421
"PI",2040,25,406518
"PI",2040,35,474907
"PI",2040,45,468602
"PI",2040,55,424859
"PI",2040,65,287588
"PI",2040,75,191729
"PI",2040,90,18255
"PI",2041,25,398290
"PI",2041,35,469523
"PI",2041,45,466622
"PI",2041,55,430593
"PI",2041,65,293789
"PI",2041,75,197439
"PI",2041,90,19129
"PI",2042,25,392013
"PI",2042,35,461448
"PI",2042,45,465055
"PI",2042,55,435212
"PI",2042,65,300753
"PI",2042,75,203159
"PI",2042,90,20052
"PI",2043,25,388072
"PI",2043,35,451573
"PI",2043,45,463896
"PI",2043,55,438551
"PI",2043,65,308352
"PI",2043,75,208810
"PI",2043,90,21013
"PI",2044,25,385641
"PI",2044,35,440173
"PI",2044,45,463125
"PI",2044,55,440426
"PI",2044,65,316347
"PI",2044,75,214261
"PI",2044,90,21994
"PI",2045,25,383946
"PI",2045,35,428468
"PI",2045,45,462691
"PI",2045,55,440717
"PI",2045,65,324546
"PI",2045,75,219459
"PI",2045,90,22988
"PI",2046,25,381433
"PI",2046,35,415586
"PI",2046,45,464690
"PI",2046,55,439948
"PI",2046,65,332739
"PI",2046,75,224413
"PI",2046,90,24006
"PI",2047,25,379093
