"series","region","year","age_label","cases","pop","rate"
"Northeast","Northeast",2024,"55-64",5139,6373693,806.282950873222
"Northeast","Northeast",2024,"65-74",9270,4440386,2087.65634338997
"Northeast","Northeast",2024,"75-89",6953,2542943,2734.23352391304
"Northeast","Northeast",2024,"90+",1893,1260914,1501.2919199882
"Center-West","Center-West",2010,"25-34",409,2666467,153.38648481305
"Center-West","Center-West",2010,"35-44",401,2385179,168.121553979806
"Center-West","Center-West",2010,"45-54",606,1893034,320.121033219689
"Center-West","Center-West",2010,"55-64",809,1274350,634.833444501118
"Center-West","Center-West",2010,"65-74",905,730623,1238.66891680114
"Center-West","Center-West",2010,"75-89",741,375345,1974.18375094913
"Center-West","Center-West",2010,"90+",226,148207,1524.89423576484
"Center-West","Center-West",2011,"25-34",351,2679158,131.011310269868
"Center-West","Center-West",2011,"35-44",479,2441737,196.171823582966
"Center-West","Center-West",2011,"45-54",634,1941778,326.504883668473
"Center-West","Center-West",2011,"55-64",816,1329142,613.929888604829
"Center-West","Center-West",2011,"65-74",1141,764767,1491.9576812284
"Center-West","Center-West",2011,"75-89",1018,391888,2597.68097007308
"Center-West","Center-West",2011,"90+",297,155367,1911.60285002607
"Center-West","Center-West",2012,"25-34",390,2686051,145.19456257532
"Center-West","Center-West",2012,"35-44",479,2499249,191.65757393521
"Center-West","Center-West",2012,"45-54",736,1987341,370.34409293624
"Center-West","Center-West",2012,"55-64",1078,1385150,778.255062628596
"Center-West","Center-West",2012,"65-74",1584,801562,1976.1415835581
"Center-West","Center-West",2012,"75-89",1365,408687,3339.96432477666
"Center-West","Center-West",2012,"90+",392,163050,2404.17049984667
"Center-West","Center-West",2013,"25-34",351,2689260,130.519176278976
"Center-West","Center-West",2013,"35-44",499,2555309,195.279709812003
"Center-West","Center-West",2013,"45-54",778,2031323,383.001620126391
"Center-West","Center-West",2013,"55-64",1219,1441940,845.388851131115
"Center-West","Center-West",2013,"65-74",1702,840670,2024.57563609978
"Center-West","Center-West",2013,"75-89",1530,425879,3592.56972050747
"Center-West","Center-West",2013,"90+",513,171330,2994.22167746454
"Center-West","Center-West",2014,"25-34",359,2691808,133.367610171305
"Center-West","Center-West",2014,"35-44",579,2606420,222.143783427076
"Center-West","Center-West",2014,"45-54",823,2076262,396.385427272666
"Center-West","Center-West",2014,"55-64",1502,1498919,1002.05548131687
"Center-West","Center-West",2014,"65-74",1950,881547,2212.0204594877
"Center-West","Center-West",2014,"75-89",1843,443709,4153.62320800344
"Center-West","Center-West",2014,"90+",540,180374,2993.77959129365
"Center-West","Center-West",2015,"25-34",352,2695596,130.58336635015
"Center-West","Center-West",2015,"35-44",530,2650403,199.969589530347
"Center-West","Center-West",2015,"45-54",898,2123717,422.843533295632
"Center-West","Center-West",2015,"55-64",1486,1555608,955.253508595996
"Center-West","Center-West",2015,"65-74",2319,923860,2510.12058104042
"Center-West","Center-West",2015,"75-89",2102,462402,4545.82808897885
"Center-West","Center-West",2015,"90+",618,190202,3249.17719056582
"Center-West","Center-West",2016,"25-34",385,2700020,142.59153635899
"Center-West","Center-West",2016,"35-44",504,2687531,187.532720552805
"Center-West","Center-West",2016,"45-54",787,2173284,362.124784427622
"Center-West","Center-West",2016,"55-64",1283,1611969,795.921013369364
"Center-West","Center-West",2016,"65-74",2166,967572,2238.59309694782
"Center-West","Center-West",2016,"75-89",1850,482045,3837.81597153793
"Center-West","Center-West",2016,"90+",589,200915,2931.58798496877
"Center-West","Center-West",2017,"25-34",390,2704945,144.180380747113
"Center-West","Center-West",2017,"35-44",553,2717754,203.476841539006
"Center-West","Center-West",2017,"45-54",846,2224757,380.266249302733
"Center-West","Center-West",2017,"55-64",1527,1668061,915.434147791957
"Center-West","Center-West",2017,"65-74",2279,1012533,2250.79083842206
"Center-West","Center-West",2017,"75-89",2068,502661,4114.10473460245
"Center-West","Center-West",2017,"90+",625,212728,2938.0241435072
"Center-West","Center-West",2018,"25-34",409,2709225,150.96568206775
"Center-West","Center-West",2018,"35-44",520,2741785,189.657467671608
"Center-West","Center-West",2018,"45-54",817,2277849,358.671711777207
"Center-West","Center-West",2018,"55-64",1740,1723094,1009.81142061896
"Center-West","Center-West",2018,"65-74",2689,1058789,2539.69393335216
"Center-West","Center-West",2018,"75-89",2338,524717,4455.73518677687
"Center-West","Center-West",2018,"90+",710,225213,3152.57112156048
"Center-West","Center-West",2019,"25-34",393,2710743,144.978701411384
"Center-West","Center-West",2019,"35-44",604,2761003,218.761080665251
"Center-West","Center-West",2019,"45-54",912,2332045,391.073071059949
"Center-West","Center-West",2019,"55-64",1915,1775875,1078.34166256071
"Center-West","Center-West",2019,"65-74",2955,1106557,2670.44535437397
"Center-West","Center-West",2019,"75-89",2436,548779,4438.94536780744
"Center-West","Center-West",2019,"90+",684,237851,2875.74994429286
"Center-West","Center-West",2020,"25-34",298,2708146,110.038380500904
"Center-West","Center-West",2020,"35-44",421,2776498,151.629858908596
"Center-West","Center-West",2020,"45-54",688,2386731,288.260386277297
"Center-West","Center-West",2020,"55-64",1411,1825822,772.802606168619
"Center-West","Center-West",2020,"65-74",1996,1155857,1726.85721503612
"Center-West","Center-West",2020,"75-89",1446,575162,2514.07429558976
"Center-West","Center-West",2020,"90+",412,250358,1645.64343859593
"Center-West","Center-West",2021,"25-34",339,2698863,125.608450669782
"Center-West","Center-West",2021,"35-44",447,2787323,160.368927461941
"Center-West","Center-West",2021,"45-54",775,2441971,317.366586253481
"Center-West","Center-West",2021,"55-64",1633,1873040,871.84470166147
"Center-West","Center-West",2021,"65-74",2565,1206507,2125.97191727856
"Center-West","Center-West",2021,"75-89",1992,603717,3299.55923056664
"Center-West","Center-West",2021,"90+",529,263017,2011.27683761886
"Center-West","Center-West",2022,"25-34",397,2687894,147.699276831601
"Center-West","Center-West",2022,"35-44",550,2792438,196.960505479441
"Center-West","Center-West",2022,"45-54",943,2498122,377.48356565452
"Center-West","Center-West",2022,"55-64",2086,1917280,1087.99966619377
"Center-West","Center-West",2022,"65-74",3536,1258334,2810.06473638954
"Center-West","Center-West",2022,"75-89",2653,634399,4181.91075332717
"Center-West","Center-West",2022,"90+",776,276042,2811.1664167047
"Center-West","Center-West",2023,"25-34",519,2677240,193.856359534446
"Center-West","Center-West",2023,"35-44",746,2793935,267.006927505472
"Center-West","Center-West",2023,"45-54",1369,2552827,536.268223424462
"Center-West","Center-West",2023,"55-64",2739,1960046,1397.41618308958
"Center-West","Center-West",2023,"65-74",4840,1310945,3691.99318049194
"Center-West","Center-West",2023,"75-89",3770,666953,5652.57222023141
"Center-West","Center-West",2023,"90+",1037,289584,3580.99895021824
"Center-West","Center-West",2024,"25-34",467,2665135,175.225645229979
"Center-West","Center-West",2024,"35-44",721,2794737,257.98491951121
"Center-West","Center-West",2024,"45-54",1270,2602695,487.955753555449
"Center-West","Center-West",2024,"55-64",2620,2003809,1307.50984749545
"Center-West","Center-West",2024,"65-74",4303,1363755,3155.25882581549
"Center-West","Center-West",2024,"75-89",3449,700954,4920.4370044254
"Center-West","Center-West",2024,"90+",885,303949,2911.67268193019
"Southeast","Southeast",2010,"25-34",2069,14369434,143.986186233918
"Southeast","Southeast",2010,"35-44",2112,12996964,162.499488342047
"Southeast","Southeast",2010,"45-54",3204,11269577,284.305258307388
"Southeast","Southeast",2010,"55-64",5944,8783647,676.712076430212
"Southeast","Southeast",2010,"65-74",9625,5303328,1814.89811680515
"Southeast","Southeast",2010,"75-89",10433,2979107,3502.05615306869
"Southeast","Southeast",2010,"90+",3948,1373231,2874.97150879932
"Southeast","Southeast",2011,"25-34",1970,14326535,137.507080393131
"Southeast","Southeast",2011,"35-44",2301,13226126,173.973845402652
"Southeast","Southeast",2011,"45-54",3453,11372584,303.624928160566
"Southeast","Southeast",2011,"55-64",6997,9044765,773.596660609756
"Southeast","Southeast",2011,"65-74",11405,5531809,2061.71254285895
"Southeast","Southeast",2011,"75-89",12417,3059797,4058.11235189785
"Southeast","Southeast",2011,"90+",4991,1443712,3457.06068800426
"Southeast","Southeast",2012,"25-34",1954,14240338,137.215844174485
"Southeast","Southeast",2012,"35-44",2283,13469852,169.489612803467
"Southeast","Southeast",2012,"45-54",3575,11462155,311.895974186355
"Southeast","Southeast",2012,"55-64",7387,9296629,794.58909245491
"Southeast","Southeast",2012,"65-74",12679,5777526,2194.53793890326
"Southeast","Southeast",2012,"75-89",13416,3142726,4268.90540250725
"Southeast","Southeast",2012,"90+",5456,1514755,3601.90261791511
"Southeast","Southeast",2013,"25-34",1874,14129309,132.632105363397
"Southeast","Southeast",2013,"35-44",2345,13712064,171.017288134011
"Southeast","Southeast",2013,"45-54",3689,11549644,319.403784220535
"Southeast","Southeast",2013,"55-64",7567,9535958,793.522790263967
"Southeast","Southeast",2013,"65-74",13808,6036421,2287.44814187082
"Southeast","Southeast",2013,"75-89",14086,3231535,4358.91921331503
"Southeast","Southeast",2013,"90+",5401,1586558,3404.22474312316
"Southeast","Southeast",2014,"25-34",1866,14021030,133.085800401254
"Southeast","Southeast",2014,"35-44",2344,13929611,168.274620159888
"Southeast","Southeast",2014,"45-54",3624,11651459,311.034008702258
"Southeast","Southeast",2014,"55-64",7841,9758583,803.497802908475
"Southeast","Southeast",2014,"65-74",14575,6302913,2312.42284321551
"Southeast","Southeast",2014,"75-89",14518,3331344,4358.00085491021
"Southeast","Southeast",2014,"90+",5570,1660030,3355.36104769191
"Southeast","Southeast",2015,"25-34",1888,13932917,135.506441328833
"Southeast","Southeast",2015,"35-44",2304,14107216,163.320672200667
"Southeast","Southeast",2015,"45-54",3582,11777966,304.127215174505
"Southeast","Southeast",2015,"55-64",7983,9962129,801.334734774063
"Southeast","Southeast",2015,"65-74",15069,6573042,2292.54582581398
"Southeast","Southeast",2015,"75-89",14242,3445554,4133.44269165423
"Southeast","Southeast",2015,"90+",5292,1735375,3049.48498163221
"Southeast","Southeast",2016,"25-34",1797,13861311,129.641417034796
"Southeast","Southeast",2016,"35-44",2400,14246706,168.459993489021
"Southeast","Southeast",2016,"45-54",3835,11927188,321.53429626497
"Southeast","Southeast",2016,"55-64",8500,10147282,837.66273569612
"Southeast","Southeast",2016,"65-74",17030,6845725,2487.68391952642
"Southeast","Southeast",2016,"75-89",15335,3573227,4291.63890231435
"Southeast","Southeast",2016,"90+",5393,1814114,2972.80104778421
"Southeast","Southeast",2017,"25-34",1896,13806932,137.322324756869
"Southeast","Southeast",2017,"35-44",2558,14348317,178.278748650451
"Southeast","Southeast",2017,"45-54",4228,12098227,349.472695461905
"Southeast","Southeast",2017,"55-64",8779,10314786,851.108302198417
"Southeast","Southeast",2017,"65-74",17904,7119361,2514.83244072045
"Southeast","Southeast",2017,"75-89",16413,3713653,4419.63748363135
"Southeast","Southeast",2017,"90+",5638,1898305,2970.01798973295
"Southeast","Southeast",2018,"25-34",1999,13760026,145.275888286839
"Southeast","Southeast",2018,"35-44",2657,14412039,184.359756450839
"Southeast","Southeast",2018,"45-54",4387,12289457,356.972647367577
"Southeast","Southeast",2018,"55-64",10139,10465656,968.787814160909
"Southeast","Southeast",2018,"65-74",22399,7391376,3030.42356389392
"Southeast","Southeast",2018,"75-89",20783,3868312,5372.62764740797
"Southeast","Southeast",2018,"90+",6717,1985468,3383.08146996073
"Southeast","Southeast",2019,"25-34",2034,13702863,148.436133383221
"Southeast","Southeast",2019,"35-44",2667,14440187,184.692899060102
"Southeast","Southeast",2019,"45-54",4742,12497224,379.444266982812
"Southeast","Southeast",2019,"55-64",10576,10601503,997.594397700024
"Southeast","Southeast",2019,"65-74",22918,7658831,2992.36267258019
"Southeast","Southeast",2019,"75-89",21020,4038730,5204.60639854608
"Southeast","Southeast",2019,"90+",6878,2072311,3318.99989914641
"Southeast","Southeast",2020,"25-34",1366,13623788,100.265799790778
"Southeast","Southeast",2020,"35-44",1980,14435923,137.157838816403
"Southeast","Southeast",2020,"45-54",3557,12717264,279.698526349693
"Southeast","Southeast",2020,"55-64",7151,10724660,666.781044807015
"Southeast","Southeast",2020,"65-74",13630,7919342,1721.10258655328
"Southeast","Southeast",2020,"75-89",11642,4225114,2755.42861092032
"Southeast","Southeast",2020,"90+",3351,2157323,1553.31399146071
"Southeast","Southeast",2021,"25-34",1744,13541427,128.789971692053
"Southeast","Southeast",2021,"35-44",2047,14394893,142.203210541405
"Southeast","Southeast",2021,"45-54",3793,12949641,292.903872779176
"Southeast","Southeast",2021,"55-64",7834,10835620,722.985855908568
"Southeast","Southeast",2021,"65-74",15141,8171936,1852.80452514557
"Southeast","Southeast",2021,"75-89",13141,4425999,2969.04721397361
"Southeast","Southeast",2021,"90+",3673,2242721,1637.74272412841
"Southeast","Southeast",2022,"25-34",2163,13423951,161.12990877276
"Southeast","Southeast",2022,"35-44",2695,14310735,188.320166644131
"Southeast","Southeast",2022,"45-54",5036,13195872,381.634499031212
"Southeast","Southeast",2022,"55-64",11436,10933358,1045.9732499384
"Southeast","Southeast",2022,"65-74",24946,8416069,2964.09166797468
"Southeast","Southeast",2022,"75-89",22997,4640261,4955.9712266185
"Southeast","Southeast",2022,"90+",6660,2329713,2858.72122445984
"Southeast","Southeast",2023,"25-34",2578,13293034,193.936162353907
"Southeast","Southeast",2023,"35-44",3074,14201729,216.452517858917
"Southeast","Southeast",2023,"45-54",5747,13440226,427.596976419891
"Southeast","Southeast",2023,"55-64",12617,11028800,1144.00478746554
"Southeast","Southeast",2023,"65-74",26914,8648653,3111.92968431038
"Southeast","Southeast",2023,"75-89",25750,4864900,5293.01732820819
"Southeast","Southeast",2023,"90+",7296,2421121,3013.48011933315
"Southeast","Southeast",2024,"25-34",2920,13148759,222.07418966307
"Southeast","Southeast",2024,"35-44",3776,14095173,267.893129087525
"Southeast","Southeast",2024,"45-54",7186,13660081,526.058374031603
"Southeast","Southeast",2024,"55-64",16234,11137789,1457.56038294495
"Southeast","Southeast",2024,"65-74",37860,8865785,4270.34943888217
"Southeast","Southeast",2024,"75-89",36880,5095935,7237.14097609173
"Southeast","Southeast",2024,"90+",10339,2521149,4100.90795902979
"South","South",2010,"25-34",665,4741731,140.244142908993
"South","South",2010,"35-44",719,4215519,170.560256044392
"South","South",2010,"45-54",926,3958434,233.930892873293
"South","South",2010,"55-64",1470,3063718,479.809173037466
"South","South",2010,"65-74",1739,1881814,924.108333767312
"South","South",2010,"75-89",1399,1016105,1376.82621382633
"South","South",2010,"90+",489,434039,1126.62686993565
"South","South",2011,"25-34",656,4753614,138.000266744418
"South","South",2011,"35-44",698,4269884,163.470483038884
"South","South",2011,"45-54",957,3978602,240.536751351354
"South","South",2011,"55-64",1453,3160394,459.7528029733
"South","South",2011,"65-74",1834,1964666,933.492003220904
"South","South",2011,"75-89",1429,1050006,1360.94460412607
"South","South",2011,"90+",493,458711,1074.75076900271
"South","South",2012,"25-34",617,4756656,129.712974829376
"South","South",2012,"35-44",617,4335227,142.322420486863
"South","South",2012,"45-54",867,3987164,217.447789957975
"South","South",2012,"55-64",1419,3256889,435.691851948286
"South","South",2012,"65-74",1847,2052607,899.831287723368
"South","South",2012,"75-89",1463,1085056,1348.31750619323
"South","South",2012,"90+",535,484319,1104.64384011364
"South","South",2013,"25-34",639,4753959,134.414285020127
"South","South",2013,"35-44",765,4405969,173.628094069659
"South","South",2013,"45-54",1001,3989109,250.933228447756
"South","South",2013,"55-64",1745,3350928,520.751266514828
"South","South",2013,"65-74",2411,2144103,1124.47956091662
"South","South",2013,"75-89",2029,1122374,1807.77530484491
"South","South",2013,"90+",653,510710,1278.61212821366
"South","South",2014,"25-34",642,4750404,135.146400179858
"South","South",2014,"35-44",752,4473522,168.100212763009
